,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
10,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.869127254606001,13.869127254606001,13.869127254606001,13.869127254606001,13.869127254606001,13.869127254606001,13.869127254606001,13.869127254606001,15.310004145117901,15.5364500258384,18.1266815636174,18.6714927834235,22.7095632136039,20.083398297015002,23.1105460258105,26.3423292236741,25.1514227693662,25.1514227693662,25.1514227693662,23.9142458946507,23.9142458946507,31.689815179558302,31.689815179558302,22.4785087332906,22.4889936892815,26.2722437172613,25.9653372899382,26.3050390134675,33.0144922250921,33.0144922250921,33.0144922250921,,
11,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,,5638000000.0,8032000000.0,9061000000.0,5560000000.0,5061000000.0,3241000000.0,2949000000.0,4110000000.0,3586000000.0,3157000000.0,2189000000.0,2217000000.0,2220000000.0,2418000000.0,3703000000.0,5403000000.0,5541000000.0,5484000000.0,3062000000.0,2192000000.0,2899000000.0,3182000000.0,2571000000.0,1905000000.0,1577000000.0,,,,,,,,,,,,,,,,,,,,,,
12,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,556900000.0,601500000.0,520600000.0,520000000.0,668900000.0,855300000.0,933600000.0,1123900000.0,1393000000.0,1384400000.0,,,,3379000000.0,5425800000.0,10345900000.0,12886700000.0,14641600000.0,10372000000.0,9695000000.0,10849000000.0,13515000000.0,11845000000.0,18103000000.0,14494000000.0,11408000000.0,9355000000.0,9369000000.0,8171000000.0,12807000000.0,18721600000.0,29677500000.0,29870000000.0,20037000000.0,11795000000.0,12313000000.0,15117000000.0,15907800000.0,14323000000.0,12683000000.0,14428150460.0,16684080752.999998,20682088073.0,26297665721.0,33270671630.999996,39265637524.0,41062327970.0,45513287271.0,58794964562.0,50155760456.0,66838096090.00001,61946201903.0,59729311722.0,48911545375.0,52918645995.0,40455177824.0,43185370605.0,52182016378.0,41802114321.0,26714452733.0,21304841466.0,,
13,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,1.6879152451068413,2.5103906899418122,0.384172109104879,0.38461538461538464,0.448497533263567,0.8067344791301297,0.6212510711225364,0.9342468191120206,0.5025125628140703,0.10112684195319273,,,,0.36105356614382955,0.41837148438939886,0.7307242482529311,0.33600533883771644,0.1898699595672604,0.01928268414963363,0.041258380608561115,0.11982671213936769,0.4291527931927488,0.2617138032925285,0.3756283488924488,0.5243549054781289,0.4996493688639551,0.2779262426509888,0.6190628669014836,1.3584628564435197,1.5460295151089247,0.1778694128706948,0.07244545531126274,0.0572480749916304,0.4616459549832809,0.662144976685036,0.5181515471452935,0.6482767744922935,0.6820553439193352,,,0.8661912443072761,0.8366270522569919,0.7864643426035177,1.114167345149668,0.9588024027226768,0.5379440939189983,0.6961241681398026,0.6366911431261095,0.47949817658740335,0.839855205404644,0.4780229415418705,0.38431272569831376,0.3502704417116873,0.2641721274790124,0.26607591965467864,0.2683729768098819,0.32024597001834626,0.30666235248714097,0.22234555000321463,0.18934759587088712,0.20657016889909205,,
14,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,5.2433111869276345,5.403158769742311,4.053015751056473,3.865384615384616,4.4849753326356705,3.986905179469192,5.623393316195373,5.062728000711807,4.271356783919598,4.781854955215255,,,,6.726842261023972,8.58675218400973,8.476787906320379,7.5799079671289,6.150967107419954,3.6444273042807556,5.992779783393502,6.811687713153286,10.79541250462449,15.474883917264668,14.953322653703808,14.85442251966331,18.802594670406734,16.098343132014964,20.62119756644252,17.61106351731734,17.70906535488405,11.399132552773267,9.180355488164436,8.826247070639436,15.853670709188004,19.997456549385333,25.55997725980671,29.23728252960243,25.15118369604848,21.845981987013893,22.31333280769534,29.44575087970076,28.74975622578132,23.25256259438423,26.24567544597089,20.87490562267093,22.08820985702532,21.80769344480982,23.805842587212318,23.260111856311656,24.146430126654007,24.304115365773278,36.199530124725875,41.008501455706764,43.86525914997222,44.633251635409685,46.84551722760461,50.02590620699387,43.86584261172875,46.313282018068186,59.88421307331596,60.799401740077705,,
15,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,,,,1.720554798979241,1.6831451068400072,1.1905075911237735,1.6965033672982976,2.1779307759217215,1.8694153556992288,2.128986302093437,2.552059815194822,2.1576698928806954,2.1402551782632897,2.6336819539509095,2.193554520023647,1.4397413003954365,1.7529667046364903,1.952242564068568,,,,,,,,,,,,,,,,,,,,3.1879491114957346,2.5296618716951955,2.3131157558154847,2.460999404042727,2.2481579668410583,1.905158366895791,2.343614140431254,2.5940232364344773,2.0649722007499918,0.3811163596819865,,,,1.6818759470875813,1.2578478358875276,,1.385454940165212,2.1527931958858595,1.733353403545194,1.3670760388459184,1.988404273743973,1.6749858266717794,,,,
16,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,0.6086128733378022,0.3471055676262329,0.2310711529854806,0.1796672291527829,0.31927911057290065,0.48676021383791745,0.3271331823191286,0.19666963597635348,0.25262203077249057,0.43253153025951196,0.38030848219663593,0.20656695982544174,0.15000948781728135,0.2642784302150301,0.2978237015119068,,,,,,,,,,,,,,,,,,,,1.7976554012319443,1.1882341731483048,1.6158604672145631,2.2835967362429304,3.4730121930068214,2.6794403373614797,5.7296053256753,7.745584029138606,9.696302142397357,3.996599526125491,,,,2.692080067472333,1.4254885171035876,,1.387127876986497,1.1524358618712407,0.7671712989546892,0.4361977370801653,0.6266293750872821,0.9676624987208288,,,,
17,"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56,,,11.6,11.07,,,15.36,9.72,,,11.86,,,,,,,,13.62,10.63,,
18,"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.83,,,15.6,15.01,,,16.87,16.62,,,16.64,,,,,,,,13.39,12.09,,
19,"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.74,,,16.74,13.84,,,17.55,14.31,,,15.23,,,,,,,,15.43,12.09,,
20,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.47,,,19.03,18.73,,,21.3,20.53,,,20.92,,,,,,,,16.18,15.22,,
21,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.64,,,18.12,14.64,,,18.47,15.73,,,16.28,,,,,,,,16.13,12.83,,
22,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.62,,,19.32,19.05,,,21.69,20.96,,,21.41,,,,,,,,16.51,15.6,,
23,Import volume index (2015 = 100),TM.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3541898882,60.7196402931,74.0839328221,83.1895666099,96.2603152731,111.4140276118,107.4469484397,108.8801314836,120.4927638597,110.5963905671,136.8537207458,116.5380631133,109.8861047586,92.7540241905,112.3167266028,100.0,97.2854663523,109.3205210916,104.5409562184,89.7680278402,80.5594153013,91.1059531025,
24,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241000000.0,258000000.0,382000000.0,153000000.0,632000000.0,668000000.0,708000000.0,3750000000.0,3842000000.0,4093000000.0,3724000000.0,4684000000.0,6809000000.0,7566000000.0,7805000000.0,9655000000.0,9775000000.0,7825000000.0,8839000000.0,9452000000.0,8992000000.0,10233000000.0,11507000000.0,8695000000.0,,,,
25,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0816229620640532,0.6107264203690164,0.9707249782864149,4.399436657501174,2.5128112919176484,2.277390924075756,,,,,,,,,,,,,,,,,,,,,,
26,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,5.7,,,,,,,,,,,
27,Rural population (% of total population),SP.RUR.TOTL.ZS,66.265,65.61099999999999,64.949,64.282,63.609,62.932,62.248,61.443,60.563,59.679,58.788,57.89,56.986,56.08,55.168,54.253,53.334,52.53,51.79,51.049,50.307,49.566,48.825,48.084,47.343,46.605,45.867,45.283,44.743,44.206,43.67,43.135,42.347,41.481,40.62,39.764,38.913,38.147,37.412,36.682,35.958,35.242000000000004,34.532,33.828,33.131,32.44199999999999,31.760999999999996,31.135999999999996,30.542,29.955,29.373999999999995,28.8,28.245,27.705,27.17,26.641999999999996,26.12,25.605999999999995,25.102000000000004,24.608999999999995,24.126000000000005,23.655,23.192999999999998
28,Completeness of birth registration (%),SP.REG.BRTH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,,,,,,,,,,,,
29,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,,,,,,,,,,,,
30,"Population, female",SP.POP.TOTL.FE.IN,10413283.0,10695491.0,10990293.0,11301097.0,11629176.0,11970547.0,12318631.0,12668971.0,13024418.0,13394993.0,13785014.0,14183729.0,14588585.0,15009757.0,15452940.0,15913627.0,16386803.0,16890402.0,17433233.0,18026297.0,18678222.0,19574777.0,20521074.0,21313380.0,22133113.0,22964786.0,23807989.0,24648094.0,25458460.0,26240665.0,27321946.0,28427220.0,29125341.0,29325118.0,29449209.0,29863681.0,30277819.0,30733747.0,31238387.0,31759367.0,32308864.0,32888440.0,33228012.0,33525382.0,34033455.0,34551612.0,35065378.0,35569016.0,36059993.0,36554728.0,37072743.0,37559635.0,38062269.0,38640588.0,39405613.0,40336099.0,41105603.0,41715123.0,42283609.0,42772045.0,43155308.0,43496643.0,43835978.0
31,Population growth (annual %),SP.POP.GROW,,2.74300205095355,2.78756110751737,2.85228626989425,2.92146738362092,2.95565028182257,2.92306196148098,2.8513940443225,2.79957915384359,2.81895876925024,2.87404801635448,2.8551095670976,2.82207289980343,2.84934823255016,2.90629015453328,2.9698081604234,2.95107765303905,3.01383058269639,3.15296756668139,3.31006706462783,3.47513143153372,4.9520582474037,4.87893747585362,3.53206953691521,3.57048963248047,3.52642325430433,3.42534490965137,3.27465279782194,3.0598132400628,2.89906313102692,3.92763404063868,3.86261212941662,2.35371957141242,0.643706109370984,0.384695200039076,1.33973896938307,1.31311319862575,1.4219497200906,1.55771417374628,1.58414187759209,1.64539194870845,1.7100319119575,0.973524734407785,0.927820930669199,1.61586394638623,1.61004001098983,1.54559660977253,1.4536370817991,1.37188502638988,1.36047026604448,1.40442428093574,1.27755003393578,1.27742540846959,1.45650590321443,1.897214219374,2.26178492558276,1.83580791714073,1.42882552688137,1.30788220910804,1.0995932626289,0.83517614833256,0.722822505475776,0.710745642903734
32,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.06,1.062,1.065,1.068,1.071,1.074,1.073,1.069,1.061,1.055,1.057,1.061,1.063,1.067,1.069,1.068,1.063,1.057,1.048,1.037,1.023,1.012,1.007,1.006,1.007,1.009,1.011,1.013,1.018,1.024,1.029,1.031,1.033,1.035,1.037,1.038,1.039,1.04,1.04,1.041,1.042,1.043,1.044,1.044,1.046,1.047,1.048,1.049,1.05,1.051,1.051,1.052,1.053,1.054,1.055,1.056,1.057,1.058,1.057,1.056,1.055,1.054,
33,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.777511760700252,0.77008152313905,0.763378157280331,0.7554797556378821,0.744433655488575,0.72967425799339,0.712522328474555,0.693414642751965,0.674909209958202,0.660735718963635,0.651577140219081,0.646614136289049,0.645137940206746,0.646006439477786,0.647527287607643,0.648268304893661,0.648338788230993,0.647382460168799,0.644868893656475,0.642738789967201,0.640663210859599,0.635223073039351,0.630727222171705,0.627870834474146,0.620787039292958,0.609655134394565,0.595617282173281,0.579038687535028,0.563266602993005,0.553404420200479,0.548374199780173,0.549111018433899,0.558146245255185,0.577446961636215,0.606114751672957,0.639234650289181,0.680655036612776,0.730994499303974,0.781589663729911,0.824939313572265,0.859457626559423,0.883457848463744,0.900730972097714,0.91368086424787,0.926586781644902,0.942808399214485,0.963274929429323,0.992022101482931,1.02324339021303,1.05333843545492,1.08180152733775,1.11040747453473,1.13984928223801,1.16596051799212,1.18058309587245,1.18511212499751,1.19198470339919,1.2028587330307,1.21818952093009,1.24429285529836,1.28389998648718,1.32784155319757,1.37653255251351
34,"Population ages 65 and above, total",SP.POP.65UP.TO,919154.0,921395.0,923932.0,928175.0,935824.0,946337.0,959554.0,975230.0,992533.0,1011408.0,1031799.0,1053762.0,1077165.0,1101628.0,1126280.0,1150004.0,1172563.0,1194298.0,1214832.0,1237139.0,1263396.0,1301090.0,1339769.0,1372407.0,1414645.0,1467373.0,1530404.0,1603968.0,1683769.0,1765222.0,1855201.0,1945627.0,2023358.0,2085307.0,2148970.0,2227807.0,2311857.0,2402320.0,2496423.0,2593747.0,2694744.0,2797854.0,2895869.0,2995048.0,3102190.0,3206743.0,3310941.0,3420696.0,3533643.0,3652380.0,3783592.0,3927533.0,4087509.0,4264679.0,4480084.0,4733342.0,5001217.0,5284158.0,5581136.0,5890789.0,6204285.0,6484407.0,6749976.0
35,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,454156.0,458511.0,463276.0,468898.0,475665.0,483075.0,491185.0,499794.0,508764.0,518648.0,529516.0,541437.0,554274.0,567748.0,581007.0,592835.0,603334.0,612935.0,621601.0,631845.0,645178.0,663069.0,682758.0,702558.0,727070.0,756645.0,791682.0,832216.0,876200.0,920963.0,969171.0,1017768.0,1061215.0,1097996.0,1135855.0,1180637.0,1229232.0,1282225.0,1336267.0,1392104.0,1450381.0,1509146.0,1565271.0,1621358.0,1679996.0,1735328.0,1789666.0,1848152.0,1907275.0,1968923.0,2038429.0,2114849.0,2200463.0,2294683.0,2404816.0,2531938.0,2668048.0,2813701.0,2967865.0,3129346.0,3293933.0,3443448.0,3586742.0
36,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,2.3393294890766,2.31858453249131,2.2948522712337,2.27054506301468,2.24897275610929,2.22766762454548,2.21001009730667,2.19742392653673,2.18084976308155,2.14951594784394,2.10277987385432,2.04440235552998,1.9751332300174,1.9047343036688,1.85029844968978,1.81991823736977,1.80737816888383,1.80694929581901,1.82006969619262,1.85021643242138,1.89226517673189,1.93790457996022,1.99951279353118,2.07068043476257,2.11932225441305,2.14208827937503,2.14078555436191,2.11506820770807,2.07902210265315,2.05172391781992,2.02495828856697,2.01027919701119,2.02430416137782,2.06367630070024,2.10487996468768,2.12932052600414,2.15235450083112,2.17403364451461,2.19078216475745,2.19972114368213,2.20103061808316,2.19684640251782,2.19977044970716,2.20822987192212,2.2226717472165,2.25800608087403,2.31341578132402,2.38596845074376,2.4702819205999,2.59727961865836,2.75972970222354,2.91829642489475,3.07028989785133,3.21557089141604,3.31365614479409,3.36889915903866,3.44145541424122,3.53312154922808,3.63318793775162,3.74007953091792,3.84032940003198,3.92336599401476,3.99544757499704
37,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,3.40250524258296,3.29935297033114,3.17637104050042,3.05110203018344,2.95232869465558,2.89372741279074,2.86577287420279,2.8612268510205,2.88355675917508,2.93604494366085,3.01055552065453,3.11111756608162,3.24294977055863,3.37831573894515,3.47620269916931,3.52709033584864,3.53153693249379,3.48557127296319,3.4098866397906,3.3368362713883,3.2777904856846,3.2219677394026,3.18157080862337,3.15736163955784,3.12884357639064,3.09142434222064,3.05277142364331,3.01723127151333,2.98190862648229,2.94165753802352,2.8902370806647,2.83902536303189,2.79942983672827,2.77836056411368,2.77931234078308,2.80447003829719,2.85850675043668,2.93736556105573,3.03199078479934,3.17938646540699,3.37063842030103,3.55470042900637,3.74196470523177,3.92952122066797,4.06721850503837,4.16771871598929,4.27303814786998,4.38325170423607,4.49777396659819,4.6121680894466,4.71410356660148,4.79817755419911,4.86190930971561,4.90186381221735,4.90248438594883,4.88544516910274,4.92401972548608,4.99562712544321,5.0864567273993,5.21750245984264,5.36383258620431,5.50681577886367,5.62346989981004
38,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,4.36906401180108,4.51166758029154,4.70041587151426,4.89408683068555,5.03400670864384,5.10680506078795,5.11350631764576,5.04940377557104,4.94645883806636,4.85311955195197,4.78662553407635,4.7439074469095,4.72677423044201,4.72279448885167,4.7085701720375,4.67294162418159,4.62263749677103,4.56258530732424,4.48860792233409,4.39107389584988,4.27461178385684,4.16465536235738,4.0530115529041,3.93721211893158,3.85097424273363,3.80393259915567,3.79570059874228,3.82228337817926,3.8717798301975,3.99045527237972,4.18603060312817,4.3750513702175,4.54100254927483,4.6941397592013,4.80833967391111,4.89632867267219,4.99810769064971,5.11384440042407,5.24052034505687,5.37116664464954,5.4909558954014,5.58881031737611,5.66640722191856,5.72384231147612,5.76055228949643,5.79401765683176,5.83961328123123,5.89681480083677,5.96549053731804,6.04722048540479,6.13170840905945,6.2057364747323,6.25599461766191,6.28603270736978,6.38929289577722,6.57463553924736,6.71629607282491,6.84953152361555,7.05234258678886,7.32255144686208,7.66028934771721,8.03532700213209,8.41036452306784
39,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.63750807502303,6.56465888288812,6.53296019801473,6.52293755199163,6.50421835562554,6.46171808188882,6.40317067687267,6.33056149548373,6.23858178390075,6.12098886953464,5.98682743448791,5.84177102362253,5.69403387326345,5.56465685738094,5.47308167484898,5.42848905532347,5.41682840759116,5.43623828491471,5.47839561719861,5.6056994291645,5.80017183112579,6.05036011393642,6.26909195883218,6.39970745138248,6.45746925754481,6.45171467193915,6.46031030885661,6.48722980365135,6.52743148107606,6.5760395172912,6.70324336896141,6.82016027560626,6.83357480975802,6.73298580986078,6.61500280024499,6.58441090057835,6.59006020215657,6.63796542608358,6.7225751240385,6.83275278806333,6.95635094201469,7.07837931927418,7.1352492117908,7.16816739030744,7.24502688244513,7.35622841562356,7.53565657362004,7.79468287792949,8.12943851473517,8.5413834839641,9.00491636132778,9.45275547202795,9.89451784915923,10.3192606696358,10.565942859028,10.6367871617927,10.6954823166078,10.7083718775083,10.6008133009553,10.393408825788,10.1130281573587,9.79249479091984,9.44183462088874
40,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,7.93760238725866,7.72580707140981,7.52032691392637,7.34387113038672,7.22899455645009,7.19172649336743,7.21334589804071,7.27548827761939,7.36262045019514,7.58012742448344,7.90844681042761,8.20862735714186,8.4821074668274,8.74449503931026,8.89470252569099,8.93608352137448,8.95958778536606,8.97848079637181,9.00570740362079,9.02436892680646,9.01420089625766,9.08032311172689,9.08860813035419,8.94270385685649,8.77499453477253,8.61211794849475,8.49023391916399,8.41197700722823,8.36536672613675,8.35217400168784,8.4991678209738,8.63380399782666,8.5743114806053,8.32966142420401,8.12224022723327,8.13661403400649,8.27568524668174,8.56399318963613,8.9839355179244,9.50700165886495,10.0998767691139,10.6903171857698,11.2137462329413,11.722191562202,12.185258414327,12.5216111479835,12.7282327780948,12.7481260656747,12.5825313862023,12.2973312781865,11.932131647232,11.525963823584,11.0802314491551,10.5712211211693,9.87066372842193,9.03020889551069,8.27749808219575,7.6580560484024,7.14875464924535,6.75627737696432,6.46925742634883,6.28122726620535,6.17321696544807
41,"Population ages 15-64, male",SP.POP.1564.MA.IN,5766696.0,5884189.0,6019151.0,6170819.0,6358216.0,6576373.0,6794898.0,7008550.0,7222063.0,7444366.0,7682482.0,7931200.0,8192691.0,8472601.0,8766554.0,9075693.0,9370142.0,9659384.0,9968775.0,10288722.0,10622942.0,11306823.0,11982899.0,12318618.0,12682621.0,13062895.0,13442706.0,13819095.0,14191406.0,14588066.0,15302847.0,16077661.0,16546768.0,16657449.0,16806403.0,17310570.0,17883811.0,18562456.0,19340307.0,20156542.0,21008735.0,21884676.0,22537661.0,23194007.0,24067715.0,24915706.0,25714149.0,26426999.0,27034952.0,27549858.0,27992357.0,28311620.0,28553191.0,28804695.0,29092412.0,29439412.0,29733832.0,29953917.0,30155888.0,30344453.0,30495459.0,30657319.0,30855136.0
